dates_document_date,document_digital_id,document_if_published_publication_details,document_if_published_volume_link,document_if_published_volume_reference,document_if_published_volume_reference_noDoc,document_language_code,document_publication_date,document_reference,document_related_to_dodis_docs_item1,document_related_to_dodis_docs_item2,document_related_to_dodis_docs_item3,document_related_to_dodis_docs_item4,document_related_to_dodis_docs_item5,document_related_to_dodis_docs_item6,document_summary,document_type_document,geographic_nouns_geo_nouns_mentioned_item1,geographic_nouns_geo_nouns_mentioned_item2,geographic_nouns_geo_nouns_mentioned_item3,geographic_nouns_geo_nouns_mentioned_item4,geographic_nouns_geo_nouns_mentioned_item5,geographic_nouns_geo_nouns_mentioned_item6,geographic_nouns_geo_nouns_mentioned_item7,geographic_nouns_geo_nouns_mentioned_item8,geographic_nouns_geo_nouns_mentioned_item9,geographic_nouns_geo_nouns_mentioned_item10,geographic_nouns_geo_nouns_mentioned_item11,geographic_nouns_geo_nouns_mentioned_item12,geographic_nouns_geo_nouns_mentioned_item13,geographic_nouns_geo_nouns_mentioned_item14,geographic_nouns_geo_nouns_mentioned_item15,geographic_nouns_geo_nouns_mentioned_item16,geographic_nouns_geo_nouns_mentioned_item17,geographic_nouns_geo_nouns_mentioned_item18,geographic_nouns_geo_nouns_mentioned_item19,geographic_nouns_geo_nouns_mentioned_item20,geographic_nouns_geo_nouns_mentioned_item21,geographic_nouns_geo_nouns_mentioned_item22,geographic_nouns_geo_nouns_mentioned_item23,geographic_nouns_geo_nouns_mentioned_item24,geographic_nouns_geo_nouns_mentioned_item25,geographic_nouns_geo_nouns_mentioned_item26,geographic_nouns_geo_nouns_mentioned_item27,geographic_nouns_geo_nouns_mentioned_item28,geographic_nouns_geo_nouns_mentioned_item29,geographic_nouns_geo_nouns_mentioned_item30,geographic_nouns_geo_nouns_mentioned_item31,geographic_nouns_geo_nouns_mentioned_item32,geographic_nouns_geo_nouns_mentioned_item33,geographic_nouns_geo_nouns_mentioned_item34,geographic_nouns_geo_nouns_mentioned_item35,geographic_nouns_geo_nouns_mentioned_item36,geographic_nouns_geo_nouns_mentioned_item37,geographic_nouns_geo_nouns_mentioned_item38,geographic_nouns_geo_nouns_mentioned_item39,geographic_nouns_geo_nouns_mentioned_item40,locations_archives_recipient_location,organizations_author_organization,organizations_other_organizations_mentioned_item1,organizations_other_organizations_mentioned_item2,organizations_other_organizations_mentioned_item3,organizations_other_organizations_mentioned_item4,organizations_other_organizations_mentioned_item5,organizations_other_organizations_mentioned_item6,organizations_other_organizations_mentioned_item7,organizations_other_organizations_mentioned_item8,organizations_other_organizations_mentioned_item9,organizations_other_organizations_mentioned_item10,organizations_other_organizations_mentioned_item11,organizations_other_organizations_mentioned_item12,organizations_other_organizations_mentioned_item13,organizations_other_organizations_mentioned_item14,organizations_other_organizations_mentioned_item15,organizations_other_organizations_mentioned_item16,organizations_other_organizations_mentioned_item17,organizations_other_organizations_mentioned_item18,organizations_other_organizations_mentioned_item19,organizations_other_organizations_mentioned_item20,organizations_other_organizations_mentioned_item21,organizations_other_organizations_mentioned_item22,organizations_other_organizations_mentioned_item23,organizations_other_organizations_mentioned_item24,organizations_other_organizations_mentioned_item25,organizations_other_organizations_mentioned_item26,organizations_other_organizations_mentioned_item27,organizations_other_organizations_mentioned_item28,organizations_other_organizations_mentioned_item29,organizations_other_organizations_mentioned_item30,organizations_other_organizations_mentioned_item31,organizations_other_organizations_mentioned_item32,organizations_other_organizations_mentioned_item33,organizations_other_organizations_mentioned_item34,organizations_other_organizations_mentioned_item35,organizations_other_organizations_mentioned_item36,organizations_other_organizations_mentioned_item37,organizations_other_organizations_mentioned_item38,organizations_other_organizations_mentioned_item39,organizations_other_organizations_mentioned_item40,organizations_recipient_organization,persons_author_person,persons_other_persons_mentioned_item1,persons_other_persons_mentioned_item2,persons_other_persons_mentioned_item3,persons_other_persons_mentioned_item4,persons_other_persons_mentioned_item5,persons_other_persons_mentioned_item6,persons_other_persons_mentioned_item7,persons_other_persons_mentioned_item8,persons_other_persons_mentioned_item9,persons_other_persons_mentioned_item10,persons_other_persons_mentioned_item11,persons_other_persons_mentioned_item12,persons_other_persons_mentioned_item13,persons_other_persons_mentioned_item14,persons_other_persons_mentioned_item15,persons_other_persons_mentioned_item16,persons_other_persons_mentioned_item17,persons_other_persons_mentioned_item18,persons_other_persons_mentioned_item19,persons_other_persons_mentioned_item20,persons_other_persons_mentioned_item21,persons_other_persons_mentioned_item22,persons_other_persons_mentioned_item23,persons_other_persons_mentioned_item24,persons_other_persons_mentioned_item25,persons_other_persons_mentioned_item26,persons_other_persons_mentioned_item27,persons_other_persons_mentioned_item28,persons_other_persons_mentioned_item29,persons_other_persons_mentioned_item30,persons_other_persons_mentioned_item31,persons_other_persons_mentioned_item32,persons_other_persons_mentioned_item33,persons_other_persons_mentioned_item34,persons_other_persons_mentioned_item35,persons_other_persons_mentioned_item36,persons_other_persons_mentioned_item37,persons_other_persons_mentioned_item38,persons_other_persons_mentioned_item39,persons_other_persons_mentioned_item40,persons_recipient_person,persons_signatory_person,tags_document_tags_item1,tags_document_tags_item2,tags_document_tags_item3,tags_document_tags_item4,tags_document_tags_item5,tags_document_tags_item6,tags_document_tags_item7,tags_document_tags_item8,tags_document_tags_item9,tags_document_tags_item10,tags_document_tags_item11,tags_document_tags_item12
21.3.1962,10390,,,,,fr,21.3.1962,,,,,,,,Remerciements de Couve de Murville.,Telegram (T),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E2001E#1976/17#1173*,,Federal Department for Foreign Affairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Soldati, Agostino (1910–1966)","Ben Bella, Ahmed (1918–2012)","Couve de Murville, Maurice (1907–1999)","Micheli, Pierre (1905–1989)","Wahlen, Friedrich Traugott (1899–1985)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good offices,Colonization and Decolonization,Algeria (General),,,,,,,,,
21.3.1962,10391,"Antoine Fleury et al., Diplomatic Documents of Switzerland, Bd. 22, Dok. 55, dodis.ch/10391, Zürich/Locarno/Genève 2009",/search?q=DDS-22&c=Document&f=Volume&t=all&cb=doc,,Dok. 55,fr,21.3.1962,,,,,,,,Remerciements de M Couve de Murville à la suite des accords d'Evian.,Telegram (T),Algeria,Algiers,Europe,Évian,France,Oran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E2001E#1976/17#1173*,,Air France,Federal Department for Foreign Affairs,France/Government,France/Ministry of Foreign Affairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Federal Department for Foreign Affairs,"Soldati, Agostino (1910–1966)","Ben Bella, Ahmed (1918–2012)","Couve de Murville, Maurice (1907–1999)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good offices,Vermittlerrolle der Schweiz im Algerienkrieg,Algeria (Politics),Colonization and Decolonization,,,,,,,,
21.3.1962,10392,"Antoine Fleury et al., Diplomatic Documents of Switzerland, Bd. 22, Dok. 56, dodis.ch/10392, Zürich/Locarno/Genève 2009",/search?q=DDS-22&c=Document&f=Volume&t=all&cb=doc,,Dok. 56,fr,21.3.1962,,,,,,,,Deux notes sur le départ de la délégation algérienne et sur la suite des opérations.,,Algeria,Cointrin,Évian,France,Kloten,Signal de Bougy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#null; CH-BAR#E2804#1971/2#375*,,Algeria/Provisional Government of the Algerian Republic,Algérie/Exécutif provisoire,Algerien/Regierung,France/Government,France/Parliament,KLM,Organisation Armée Secrète,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Long, Olivier (1915–2003)","Ben Bella, Ahmed (1918–2012)","Benmostefa, Benaouda",Hassan II (1929–1999),"Joxe, Louis (1901–1991)","Krim, Belkacem (1922–1970)","Laghzaoui, Mohammed","Leusse, Bruno de (1916–2009)","Micheli, Pierre (1905–1989)","Simon, André (1919–2000)","Tripet, André (1922–2016)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Long, Olivier (1915–2003)",Evian Agreements and end of the Algerian War (1962),Vermittlerrolle der Schweiz im Algerienkrieg,Colonization and Decolonization,Algeria (General),,,,,,,,
25.3.1962,10393,,,,,de,25.3.1962,,http://dodis.ch/10394,http://dodis.ch/34258,,,,,"Protokoll der zeitlichen Abwicklung und der schweizerischen Unterstützungsdienste in den algerisch-französischen Geheimverhandlungen. Begleitung der algerischen Delegationen und Sicherstellung von Unterkunft, An- und Abreise.",Memo (No) •,Algeria,Aulnoy,Basle,Brig-Glis,Crans-Montana,France,Geneva,La Cure,Lausanne,Les Rousses,Mailand,Montreux,Morges,Nyon,Paris,Rome,Sierre,Tunis,Vallorbe,Vevey,Zurich,,,,,,,,,,,,,,,,,,,,CH-BAR#E2001E#1976/17#1173*,,Algeria/Provisional Government of the Algerian Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Simon, André (1919–2000)","Ben Bella, Ahmed (1918–2012)","Benyahia, Mohamed Seddik (1932–1982)","Chayet, Claude","Corbon, Jacques","Dalhab, Saâd (1918–2000)","Gailloz, René","Humbert, René","Leusse, Bruno de (1916–2009)","Long, Olivier (1915–2003)","Malek, Redha (1931–2017)","Müller, Silvio",Schumacher,"Simon, André (1919–2000)",Wenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good offices,Colonization and Decolonization,Algeria (General),,,,,,,,,
25.3.1962,10394,,,,,de,25.3.1962,,http://dodis.ch/10393,http://dodis.ch/34258,,,,,"Protokoll der zeitlichen Abwicklung und der schweizerischen Unterstützungsdienste in den algerisch-französischen Waffenstillstandsverhandlungen. Empfang, Betreuung und Begleitung der algerischen Delegation. Heftiger Schneefall und Journalisten erschweren die Aufgabe.",Memo (No) •,Algeria,Biel,Bière,Bois d'Amont,France,Geneva,Kloten,Le Brassus,Le Pont,Les Charbonnières,Les Rousses,Lyss,Morges,Mouthe,Murten,Neuenburg,Orbe,Rome,Thun,Tunis,Yverdon,Zurich,,,,,,,,,,,,,,,,,,,CH-BAR#E2001E#1976/17#1173*,,Algeria/Provisional Government of the Algerian Republic,EgyptAir,Federal Department for Foreign Affairs,"Federal Department of Defence, Civil Protection and Sport",KLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Simon, André (1919–2000)","Ben Bella, Ahmed (1918–2012)","Bentobbal, Lakhdar (1923–2010)","Benyahia, Mohamed Seddik (1932–1982)","Broglie, Jean de (1921–1976)","Buron, Robert (1910–)","Dalhab, Saâd (1918–2000)","de Camas, Philippe","Gailloz, René","Gavaouadji, Benali","Hauswirth, Willy","Humbert, René","Joxe, Louis (1901–1991)","Kacem, Mohamed","Krim, Belkacem (1922–1970)","L'Eplattenier, Marcel","Long, Olivier (1915–2003)","Majidi, Kamal","Malek, Redha (1931–2017)","Meftahi, Salah","Mégroz, Pierre","Mostefaï, Seghir (1926–2016)","Müller, Silvio","Müller, Emile","Tripet, André (1922–2016)","Véron, Madeleine","Yazid, M'hamed (1923–2003)",,,,,,,,,,,,,,,,,Good offices,Colonization and Decolonization,Algeria (General),,,,,,,,,
12.4.1962,10395,"Antoine Fleury et al., Diplomatic Documents of Switzerland, Bd. 22, Dok. 67, dodis.ch/10395, Zürich/Locarno/Genève 2009",/search?q=DDS-22&c=Document&f=Volume&t=all&cb=doc,,Dok. 67,fr,12.4.1962,,,,,,,,"Cf. PVCF du 11.5.1962. Sur les frais en 1961, Cf. PVCF n° 637 du 5.4.1961 et PVCF n° 664 du 11.4.1961, E 10041 vol. 648.",Memo (No),Algeria,Évian,France,Geneva,Lake Geneva,Lugrin,Melun,Signal de Bougy,Tunis,Vaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E2001E#1976/17#1176*,,Algeria/Provisional Government of the Algerian Republic,France/Government,Geneva/Canton,Vaud/Canton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Long, Olivier (1915–2003)","Boulharouf, Taïeb (1923–2005)","Bucher, Giovanni Enrico (1913–1992)","Gaulle, Charles de (1890–1970)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Long, Olivier (1915–2003)","Tripet, André (1922–2016)",Good offices,Vermittlerrolle der Schweiz im Algerienkrieg,Colonization and Decolonization,Algeria (General),,,,,,,,
26.4.1962,10396,"Antoine Fleury et al., Diplomatic Documents of Switzerland, Bd. 22, Dok. 71, dodis.ch/10396, Zürich/Locarno/Genève 2009",/search?q=DDS-22&c=Document&f=Volume&t=all&cb=doc,,Dok. 71,de,26.4.1962,,,,,,,,"Da westliche Vertreter ihre Zurückhaltung gegenüber dem GPRA abgelegt haben, wird die Weisung aufgehoben, nicht an dern offiziellen Anlässen teilzunehmen. Sie ist vom BR allerdings nicht anerkannt und die Wahrung des Vertrauens von französischer als auch algerischer Seite hat Priorität.",Circular (Circ) •,Africa,Algeria,Asia,Évian,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E2001E#1976/17#1113*; CH-BAR#E2001E#1976/17#1173*,FDFA/State Secretariat/Directorate of Political Affairs,Algeria/Provisional Government of the Algerian Republic,France/Government,Swiss Federal Council,"UK/Foreign, Commonwealth and Development Office",USA/State Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Federal Department for Foreign Affairs,"Probst, Raymond (1919–2001)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Probst, Raymond (1919–2001)",Algeria (General),Vermittlerrolle der Schweiz im Algerienkrieg,Good offices,Colonization and Decolonization,,,,,,,,
11.5.1962,10397,"Antoine Fleury et al., Diplomatic Documents of Switzerland, Bd. 22, Dok. 77, dodis.ch/10397, Zürich/Locarno/Genève 2009",/search?q=DDS-22&c=Document&f=Volume&t=all&cb=doc,,Dok. 77,de,11.5.1962,,,,,,,,"Bericht über die Beteiligung Schweizer Behörden am französisch-algerischen Waffenstillstand. Die guten Dienste sollen dabei nicht nur einen direkten Beitrag zum Abschluss der Verhandlungen geleistet haben, sondern auch zu einem verbesserten Ansehen der Schweizer Neutralität beigetragen haben.",Memo (No),Africa,Algeria,Asia,Cointrin,Évian,France,Geneva,Geneva (Canton),Les Rousses,Lugrin,Saint-Cergue,Signal de Bougy,Tunis,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E2001E#1976/17#1173*,FDFA/State Secretariat/Directorate of Political Affairs,FDJP/FOP/Federal Police,Federal Department for Foreign Affairs,"Federal Department of Defence, Civil Protection and Sport",Geneva/Police,Organisation Armée Secrète,Swiss Federal Council,Vaud/Canton,Vaud/Cantonal police,Vaud/Département cant. de justice et police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Council of States/Foreign Policy Committee,"Probst, Raymond (1919–2001)","Ben Bella, Ahmed (1918–2012)","Benkhedda, Benyoussef (1920–2003)","Couve de Murville, Maurice (1907–1999)","Dalhab, Saâd (1918–2000)","Joxe, Louis (1901–1991)","Rossier, Michel (1936–1962)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Probst, Raymond (1919–2001)",Evian Agreements and end of the Algerian War (1962),Vermittlerrolle der Schweiz im Algerienkrieg,Colonization and Decolonization,Good offices,Foreign Affairs Committee of the National Council,Foreign Affairs Committee of the Council of States,Algeria (General),,,,,
12.5.1962,10398,,,,,de,12.5.1962,,http://dodis.ch/10415,,,,,,"Gegenüber der OAS wurden während der Waffenstillstandsverhandlungen strengere Sicherheitsmassnahmen, etwa Einreisesperren und verschärfte Grenz- und Hotelkontrollen, getroffen. Meldungen über OAS Aktivisten in der Schweiz sind grösstenteils spekulativ werden aber aufmerksam verfolgt.",Memo (No),Algeria,Basle,Évian,France,Lugrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E2001E#1978/84#554*; CH-BAR#E2001E#1976/17#346*,,FDJP/FOP/Federal Police,Organisation Armée Secrète,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Council of States/Foreign Policy Committee,"Probst, Raymond (1919–2001)","Amstein, André (1917–2012)","Argoud, Antoine (1914–2004)","Bidault, Georges (1899–1983)","Borel, Georges (1900–1975)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Probst, Raymond (1919–2001)",Evian Agreements and end of the Algerian War (1962),Colonization and Decolonization,Good offices,Foreign Affairs Committee of the National Council,Foreign Affairs Committee of the Council of States,Algeria (General),,,,,,
15.6.1962,10399,,,,,de,15.6.1962,,,,,,,,Entretien Joxe-Dahlab,,Algeria,Algiers,Évian,France,Kolea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E2001E#1976/17#1173*,,Algeria/National Liberation Front,Algeria/Provisional Government of the Algerian Republic,Algérie/MNA,Consulate General of Switzerland in Algiers,Organisation Armée Secrète,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Probst, Raymond (1919–2001)","Dalhab, Saâd (1918–2000)","Joxe, Louis (1901–1991)","Long, Olivier (1915–2003)","Studer, Jean (1908–1978)","Tanner, Emile","Tripet, André (1922–2016)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Micheli, Pierre (1905–1989)",,Algeria (General),Neutrality policy,Good offices,France (General),,,,,,,,
29.6.1962,10400,,,,,de,29.6.1962,,http://dodis.ch/10416,,,,,,Die Algerische Republik wird auf ihre Unabhängigkeit hin anerkannt. Das schweizerische Generalkonsulat in Algerien wird zu gegebener Zeit in eine Botschaft umgewandelt.,Minutes of the Federal Council (PVCF) •,Algeria,Algiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E1004.1#1000/9#15601*; CH-BAR#E2001E#1976/17#1104*,Swiss Federal Council,Algerien/Staat,Consulate General of Switzerland in Algiers,Federal Department for Foreign Affairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Studer, Jean (1908–1978)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oser, Charles (1902–1994)",Questions concerning the Recognition of States,Political issues,Colonization and Decolonization,Good offices,Algeria (General),,,,,,,
4.7.1962,10401,,,,,de,4.7.1962,,,,,,,,"Da eine Ermächtigung vorlag, wurde der Bundesrat beim Verfassen der Anerkennungserklärung nicht mehr konsultiert. Änderungswünsche des Bundespräsidenten Chaudet konnten so nicht mehr Eingang finden. Eine gewisse Herzlichkeit in der Formulierung sei ausserdem durchaus angebracht.",Memo (No),Algeria,Algiers,Denmark,France,Germany,Italy,Norway,Rocher Noir,Sweden,United Kingdom,United States of America (USA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E2001E#1976/17#1104*,,Algeria/Provisional Government of the Algerian Republic,Algérie/Exécutif provisoire,Dänemark/Staat,Federal Department for Foreign Affairs,Gazette de Lausanne,Italien/Staat,Norway/State,Schweden/Staat,Swiss Federal Council,Swiss Telegraphic Agency,UK/State,USA/Staat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Probst, Raymond (1919–2001)","Chaudet, Paul (1904–1977)","Kennedy, John Fitzgerald (1917–1963)","Micheli, Pierre (1905–1989)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wahlen, Friedrich Traugott (1899–1985)","Probst, Raymond (1919–2001)",Questions concerning the Recognition of States,Good offices,Political issues,Algeria (General),,,,,,,,
20.8.1962,10402,,,,,de,20.8.1962,,,,,,,,"Bericht über die Schweizer Anerkennung Algeriens und die dabei berücksichtigten Gesichtspunkte (rivalisierende Gruppen in Algerien, Zeitpunkt und Art der Formulierung). Die Aufnahme diplomatischer Beziehungen ist geplant. In Algerien lebenden Schweizer leben unsicher und viele verlassen das Land.",Memo (No),Africa,Algeria,Algiers,Annaba,Évian,France,Oran,Paris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E2001E#1976/17#1104*,FDFA/State Secretariat/Directorate of Political Affairs,Algeria/Provisional Government of the Algerian Republic,Algérie/Exécutif provisoire,Algerien/Staat,Consulate General of Switzerland in Algiers,FDJP/Police Division/Federal Central Office for Matters Relating to the Swiss Abroad,Federal Department for Foreign Affairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Council of States/Foreign Policy Committee,"Probst, Raymond (1919–2001)","Ben Bella, Ahmed (1918–2012)","Benkhedda, Benyoussef (1920–2003)","Farès, Abderrahmane (1911–1991)","Gaulle, Charles de (1890–1970)","Studer, Jean (1908–1978)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Probst, Raymond (1919–2001)",Algeria (General),Political issues,Good offices,Swiss citizens from abroad,Colonization and Decolonization,Questions concerning the Recognition of States,Foreign Affairs Committee of the National Council,Foreign Affairs Committee of the Council of States,Parliament,,,
20.8.1962,10403,,,,,de,20.8.1962,,,,,,,,Die Behörden haben im Rahmen der Waffenstillstandsverhandlungen ca. 120 Einreisesperren gegen OAS-Aktivisten erlassen und lassen führende Personen beobachten. Eine Zelle konnte in Genf aufgespürt werden. Durch Ausweisung ihrer Vertreter konnte eine Ausweitung auf andere Städte verhindert werden.,Memo (No),Algeria,Évian,France,Geneva,Lausanne,Lugrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E2001E#1976/17#346*,,Algeria/National Liberation Front,FDJP/FOP/Federal Police,France/Conseil national de la résistance,Geneva/Police,Organisation Armée Secrète,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Council of States/Foreign Policy Committee,"Probst, Raymond (1919–2001)","Bidault, Georges (1899–1983)","Soustelle, Jacques",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Probst, Raymond (1919–2001)",Algeria (General),Neutrality policy,Colonization and Decolonization,Foreign Affairs Committee of the National Council,Foreign Affairs Committee of the Council of States,Parliament,,,,,,
5.9.1962,10404,,,,,de,5.9.1962,,,,,,,,"Der Vorschlag im Interesse der Schweizerkolonie in Algerien auf die Visumsplicht zu verzichten, wird zurückgewiesen. Neben grundsätzlichen Bedenken wird ein Zustrom oppositioneller Algerier befürchtet. Ein Visum für Algerien ist gegenwärtig nur über die Mission Tunis erhältlich.",Telegram (T),Algeria,Morocco,Tunesia,Tunis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E2001E#1976/17#1162*,,"FDJP/Federal Office of Immigration, Integration and Emigration",FDJP/FOP/Federal Police,Federal Department of Justice and Police,Swiss Embassy in Tunis,Tunisia/Embassy in Bern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Probst, Raymond (1919–2001)","Bossi, Walter (1912–1998)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amstein, André (1917–2012)",,Algeria (General),Colonization and Decolonization,,,,,,,,,,
2.7.1954,10405,,,,,fr,2.7.1954,,,,,,,,Nach dem Unterbruch der bulgarisch-schweizerischen Verhandlungen rät Troendle Tribolet auf einen bulgarischen Vorstoss zu warten und vorerst die Franzosen verhandeln zu lassen.,,Bulgaria,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E2200.173-04#1971/173#87*; CH-BAR#null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rossetti, Oscar (1912–1996)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tribolet, Jean-Jacques de (1911–2006)","Troendle, Max (1905–2004)",Bulgaria (Economy),Bulgaria (General),,,,,,,,,,
7.5.1952,10406,,,,,fr,7.5.1952,,,,,,,,"Troendle fordert eine offizielle Intervention des EPD gegen den bulgarischen Vorwurf, die Schweiz importiere auf Druck der USA nur ungenügend. Dubois empfielt, diesem Ansuchen nicht stattzugeben, da der Ost-West-Handel eine delikate Sache sei.",Memo (No),Bulgaria,United States of America (USA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E2001E#1969/121#8124*,,Bulgaria/Embassy in Bern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dubois, Charles Albert (1910–1977)","Malche, Albert (1876–1956)","Troendle, Max (1905–2004)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Petitpierre, Max (1899–1994)",,Bulgaria (Economy),Bulgaria (General),East-West-Trade (1945–1990),,,,,,,,,
17.5.1952,10407,,,,,de,17.5.1952,,http://dodis.ch/10409,,,,,,Der Schweizerische Geschäftsträger beklagt sich bei der bulgarischen Regierung über eine Pressekampagne gegen das IKRK.,Letter (L),Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E2300#1000/716#1001*,Swiss Embassy in Sofia,Bulgaria/Ministry of Foreign Affairs,Bulgarien/Rotes Kreuz,International Committee of the Red Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FDFA/State Secretariat/Directorate of Political Affairs,,"Angelov, Ljubomir (1904–)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wegmüller, Arthur (1906–1980)",Relations with the ICRC,Bulgaria (General),Bulgaria (Politics),,,,,,,,,
26.1.1953,10408,,,,,fr,26.1.1953,,,,,,,,"Réponse aux questions du Conseiller aux Etats Klöti, membre de la Commission des Affaires étrangères du Conseil des Etats, concernant la transformation du Consulat général à Dublin en Légation.",Memo (No),Canada,Caracas,Dublin,Ireland,London,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#null,,Commonwealth of Nations,Council of States/Foreign Policy Committee,FDEA/Federal Office of Foreign Economic Affairs,Federal Assembly,Federal Department for Foreign Affairs,Federal Department of Justice and Police,Social Democratic Party of Switzerland,Swiss Embassy in Caracas,Swiss Embassy in Dublin,Swiss Embassy in London,Swiss Federal Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Federal Department for Foreign Affairs,"Bauermeister, Ernest (1920–1986)","Benziger, Carl Josef (1877–1951)","Klöti, Emil (1877–1963)","Schulthess, Edmund (1868–1944)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Petitpierre, Max (1899–1994)","Hegg, Fritz (1903–1961)",Ireland (Politics),Ireland (General),Political Department / Department for Foreign Affairs,Religious questions,,,,,,,,
22.4.1952,10409,,,,,de,22.4.1952,,http://dodis.ch/10407,,,,,,Der Schweizer Geschäftsträger a.i. in Bulgarien berichtet über einen Angriff des Vizepräsidenten des bulgarischen Roten Kreuzes auf das IKRK in der lokalen Presse.,Letter (L) •,Dragoman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH-BAR#E2001E#1970/1#72*; CH-BAR#E2300#1000/716#1001*,Swiss Embassy in Sofia,Bulgarien/Rotes Kreuz,International Committee of the Red Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FDFA/State Secretariat/Directorate of Political Affairs,,Baudier,"Halov, Dimitre",Meinhart,"Prisi, André (1907–1981)","Sauter, Emil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wegmüller, Arthur (1906–1980)",Bulgaria (Politics),Bulgaria (General),Relations with the ICRC,,,,,,,,,
